"QuestionID";"CreationDate";"Title";"Body";"Tags";"AcceptedDate";"NumberOfComments";"CommentsTexts";"Successful"
"6633";"2008-08-09 05:13:55";"Making code work with register_globals turned off";"<p>I have inherited some legacy PHP code what was written back when it was standard practice to use <a href=\"http://php.net/register_globals\" rel=\"nofollow\"><code>register_globals</code></a> (As of PHP 4.2.0, this directive defaults to off, released 22. Apr 2002).</p>&#xA;&#xA;<p>We know now that it is bad for security to have it enabled. The problem is how do I find all the places in the code where I need to use <code>$_GET</code> or <code>$_POST</code>? My only thought was to set the error reporting to warn about uninitialized variables and then test each part of the site. Is there an easier way? Will I have to test each code path in the site or will PHP give a warnings on a file basis?</p>&#xA;";"<php><register-globals>";"2008-08-10 00:00:00";"0";"";"yes"
"6639";"2008-08-09 05:33:22";"How should I load files into my Java application?";"<p>How should I load files into my Java application?</p>";"<java><file><loading>";"Null";"0";"";"no"
"6642";"2008-08-09 05:41:40";"Preferred way to use favicons?";"<p>I was trying to add a favicon to a website earlier and looked for a better way to implement this than to dump a <code>favicon.ico</code> file in the root of the website.</p>&#xA;&#xA;<p>I found this nice little guide: <a href=\"http://www.w3.org/2005/10/howto-favicon\" rel=\"nofollow\">How to Add a Favicon</a>. However, the preferred method did not work in IE (7) and the second method is the old fashioned way (which I resigned myself to use).</p>&#xA;&#xA;<p>Is there a third method that works across all the most popular browsers?</p>&#xA;";"<browser><compatibility>";"2008-08-09 00:00:00";"0";"";"yes"
"6658";"2008-08-09 06:31:25";"Junit vs TestNG";"<p>At work we are currently still using Junit3 to run our tests. We have been considering switching over to Junit4 for <strong>new</strong> tests being written but I have been keeping an eye on TestNG for a while now. What experiences have you all had with either Junit4 or TestNG and which seems to work better for very large numbers of tests. Having flexibility in writing tests is also important to us since our functional tests cover a wide aspect and need to be written in a variety of ways to get results.</p>&#xD;&#xA;&#xD;&#xA;<p>Old tests will not be re-written as they do their job just fine. What I would like to see in new tests though is flexibility in the way the test can be written, natural assertions, grouping, and easily distributed test executions.</p>";"<java><testing><junit><testng>";"2008-08-09 00:00:00";"0";"";"yes"
"6661";"2008-08-09 06:40:52";"Reference that lists available JavaScript events?";"<p>I'm aware of things like \"onchange\", \"onmousedown\" and \"onmouseup\" but is there a good reference somewhere that lists all of them complete with possibly a list of the elements that they cover?</p>";"<javascript><browser><client-scripting>";"2008-08-21 00:00:00";"0";"";"yes"
"6666";"2008-08-09 06:50:22";"Web Services -- WCF vs. ASMX (\"Standard\")";"<p>I am working on a new project. Is there any benefit with going with a WCF web service over a regular old fashion web service?</p>&#xA;&#xA;<p>Visual Studio offers templates for both. What are the differences? Pros and cons?</p>&#xA;";"<.net><wcf><web-services><visual-studio><asmx>";"2008-08-11 00:00:00";"0";"";"yes"
"6681";"2008-08-09 07:34:01";"ASP.NET Web Service Results, Proxy Classes and Type Conversion";"<p>I'm still new to the ASP.NET world, so I could be way off base here, but so far this is to the best of my (limited) knowledge!</p>&#xA;&#xA;<p>Lets say I have a standard business object \"Contact\" in the <em>Business</em> namespace. I write a Web Service to retrieve a Contact's info from a database, and return it. I then write a client application to request said details.</p>&#xA;&#xA;<p>Now, I also then create a utility method that takes a \"Contact\" and does some magic with it, like <code>Utils.BuyContactNewHat()</code> say. Which of course takes the Contact of type <code>Business.Contact</code>.</p>&#xA;&#xA;<p>I then go back to my client application and want to utilise the <code>BuyContactNewHat</code> method, so I add a reference to my <em>Utils</em> namespace and there it is. However, a problem arises with:</p>&#xA;&#xA;<pre><code>Contact c = MyWebService.GetContact(\"Rob);&#xA;Utils.BuyContactNewHat(c); // &lt;&lt; Error Here&#xA;</code></pre>&#xA;&#xA;<p>Since the return type of <code>GetContact</code> is of <code>MyWebService.Contact</code> and not <code>Business.Contact</code> as expected. I understand why this is, because when accessing a web service, you are actually programming against the proxy class generated by the WSDL.</p>&#xA;&#xA;<p>So, is there an \"easier\" way to deal with this type mismatch? I was considering perhaps trying to create a generic converter class that uses reflection to ensure two objects have the same structure, than simply transferring the values across from one to the other.</p>&#xA;";"<c#><asp.net><web-services>";"2008-08-09 00:00:00";"0";"";"yes"
"6703";"2008-08-09 08:51:27";"When is OOP better suited for?";"<p>Since I started studying object-oriented programming, I frequently read articles/blogs saying  functions are better, or not all problems should be modeled as objects. From your personal programming adventures, when do you think a problem is better solved by OOP?</p>&#xA;";"<oop>";"2008-08-11 00:00:00";"0";"";"yes"
"6719";"2008-08-09 09:51:37";"Master Pages for large web sites";"<p>I've just been learning about master pages in ASP.NET 2.0.  </p>&#xA;&#xA;<p>They sound great, but how well do they work in practice?  </p>&#xA;&#xA;<p>Does anybody have experience of using them for a large web site?</p>&#xA;";"<asp.net><.net><master-pages><asp.net-2.0>";"2008-08-09 00:00:00";"0";"";"yes"
"6729";"2008-08-09 11:18:58";"Icons: How does a developer with no design skill make his/her application icons look pretty?";"<p>I probably spend far too much time trying to make my visual interfaces look good, and while I'm pretty adept at finding the right match between usability and style one area I am hopeless at is making nice looking icons.</p>&#xA;&#xA;<p>How do you people overcome this (I'm sure common) problem?  I'm thinking of things like images on buttons and perhaps most important of all, the actual application icon.</p>&#xA;&#xA;<p>Do you rely on third party designers, in or out of house?  Or do you know of some hidden website that offers lots of icons for us to use?  I've tried Google but I seem to find either expensive packages that are very specific, millions of Star Trek icons or icons that look abysmal at 16x16 which is my preferred size on in-application buttons.</p>&#xA;&#xA;<p>Any help/advice appreciated.</p>&#xA;";"<gui><design><icons>";"2008-08-09 00:00:00";"0";"";"yes"
"6732";"2008-08-09 11:30:09";"Why no favicon for my web site?";"<p>I've got a website that I've just uploaded onto the interwebs, and when using Firefox 3.0.1 on Ubuntu I don't see the favicon; Firefox 3.0.1 on WinXP shows it.</p>&#xA;&#xA;<p><strong>Why</strong> isn't the favicon displaying under Ubuntu?   It's a favicon.ico file in the root directory, not referenced in the meta tags; would it work better as a GIF?</p>&#xA;";"<firefox><ubuntu><favicon>";"2009-01-10 00:00:00";"0";"";"yes"
"6753";"2008-08-09 12:57:29";"Any IcedTea war stories?";"<p>Okay, my first serious question. :-D</p>&#xA;&#xA;<p>I'm playing around with <a href=\"http://openjdk.java.net/\" rel=\"nofollow\">OpenJDK</a> (7, not 6), and am about to start trying to build <a href=\"http://icedtea.classpath.org/\" rel=\"nofollow\">IcedTea</a> on my Ubuntu system. I'm keen to hear from those who have played with IcedTea and have stories (successes, pitfalls, etc.) to tell. All stories welcome, whatever distribution you use.</p>&#xA;&#xA;<p>Chances are, I'll very soon have my own stories to add to the list…. :-)</p>&#xA;&#xA;<p>ETA: I now have FrankenIcedTea v1 working. (It's just IcedTea 7 + <a href=\"http://openjdk.java.net/projects/nio/\" rel=\"nofollow\">NIO2</a>.) Once I have a blog set up, I can blog about the procedures required, for anyone else who's interested in pursuing this. :-)</p>&#xA;";"<linux><java-7><openjdk><icedtea>";"Null";"0";"";"no"
"6765";"2008-08-09 13:23:40";"Java + SQL Server - a viable solution?";"<p>I'm going to start a new project - rewriting an existing system (PHP + SQL Server) from scratch because of some very serious limitations by design.</p>&#xA;&#xA;<p>We have some quite good knowledge of SQL Server (currently we're using SQL Server 2000 in existing system) and we would like to employ its newer version (2008 I guess) in our new project.</p>&#xA;&#xA;<p>I am really fond of technologies that Java offers - particularly Spring Framework and Wicket and I am quite familiar with Java from others projects and assignments before.&#xA;Therefore, we consider using Java and Microsoft SQL Server.</p>&#xA;&#xA;<p>There are two JDBC drivers for SQL Server - jTDS and Microsoft's one - <a href=\"http://msdn.microsoft.com/en-us/data/aa937724.aspx\" rel=\"nofollow\">http://msdn.microsoft.com/en-us/data/aa937724.aspx</a>. I think we should test both of them.<br/></p>&#xA;&#xA;<p>Are there any limitations in such solution I should know of? Has someone experience with such a technology combination?</p>&#xA;";"<java><sql-server>";"2008-08-09 00:00:00";"0";"";"yes"
"6778";"2008-08-09 13:54:29";"How to make a Flash movie with a transparent background";"<p>This page from Adobe says to add a \"wmode\" parameter and set its value to \"transparent\": <a href=\"http://kb.adobe.com/selfservice/viewContent.do?externalId=tn_14201\" rel=\"nofollow\">http://kb.adobe.com/selfservice/viewContent.do?externalId=tn_1420</a></p>&#xD;&#xA;&#xD;&#xA;<p>This works flawlessly in IE.  The background renders correctly in Firefox and Safari, however as soon as you use the browser's scroll bar then mouse over the Flash control you must click once to activate the control.  You can see this behavior if you try to hit the play button in Adobe's example.</p>&#xD;&#xA;&#xD;&#xA;<p>Anyone know a way around this?</p>";"<flash><firefox><safari>";"2008-08-28 00:00:00";"0";"";"yes"
"6785";"2008-08-09 14:24:05";"Is String.Format as efficient as StringBuilder";"<p>Suppose I have a stringbuilder in C# that does this:</p>&#xA;&#xA;<pre><code>StringBuilder sb = new StringBuilder();&#xA;string cat = \"cat\";&#xA;sb.Append(\"the \").Append(cat).(\" in the hat\");&#xA;string s = sb.ToString();&#xA;</code></pre>&#xA;&#xA;<p>would that be as efficient or any more efficient as having:</p>&#xA;&#xA;<pre><code>string cat = \"cat\";&#xA;string s = String.Format(\"The {0} in the hat\", cat);&#xA;</code></pre>&#xA;&#xA;<p>If so, why?</p>&#xA;&#xA;<p><strong>EDIT</strong> </p>&#xA;&#xA;<p>After some interesting answers I realised I probably should have been a little clearer in what I was asking. I wasn't so much asking for which was quicker at concatenating a string, but which is quicker at <strong><em>injecting</em></strong> one string into another.</p>&#xA;&#xA;<p>In both cases above I want to inject one or more strings into the middle of a predefined template string.</p>&#xA;&#xA;<p>Sorry for the confusion</p>&#xA;";"<c#><vb.net><performance><stringbuilder><string.format>";"2009-08-23 00:00:00";"0";"";"yes"
"6811";"2008-08-09 15:20:45";"How can I encode xml files to xfdl (base64-gzip)?";"<p>Before reading anything else, please take time to read the <a href=\"http://stackoverflow.com/questions/1615/how-can-i-modify-xfdl-files-update-1\">original thread</a>.</p>&#xA;&#xA;<p>Overview:  a .xfdl file is a gzipped .xml file which has then been encoded in base64.  I wish to de-encode the .xfdl into xml which I can then modify and then re-encode back into a .xfdl file.</p>&#xA;&#xA;<blockquote>&#xA;  <p>xfdl > xml.gz > xml > xml.gz > xfdl</p>&#xA;</blockquote>&#xA;&#xA;<p>I have been able to take a .xfdl file and de-encode it from base64 using uudeview:</p>&#xA;&#xA;<pre><code>uudeview -i yourform.xfdl&#xA;</code></pre>&#xA;&#xA;<p>Then decommpressed it using gunzip</p>&#xA;&#xA;<pre><code>gunzip -S \"\" &lt; UNKNOWN.001 &gt; yourform-unpacked.xml&#xA;</code></pre>&#xA;&#xA;<p>The xml produced is 100% readable and looks wonderful.  Without modifying the xml then, i should be able to re-compress it using gzip:</p>&#xA;&#xA;<pre><code>gzip yourform-unpacked.xml&#xA;</code></pre>&#xA;&#xA;<p>Then re-encoded in base-64:</p>&#xA;&#xA;<pre><code>base64 -e yourform-unpacked.xml.gz yourform_reencoded.xfdl&#xA;</code></pre>&#xA;&#xA;<p>If my thinking is correct, the original file and the re-encoded file should be equal.  If I put yourform.xfdl and yourform_reencoded.xfdl into beyond compare, however, they do not match up.  Also, the original file can be viewed in an .xfdl viewer.  The viewer says that the re-encoded xfdl is unreadable.  </p>&#xA;&#xA;<p>I have also tried uuenview to re-encode in base64, it also produces the same results. Any help would be appreciated.</p>&#xA;";"<unix><compression><gzip><base64>";"Null";"0";"";"no"
"6812";"2008-08-09 15:23:13";"Mapping my custom keys in Debian";"<p>I have a Microsoft keyboard with a series of non-standard buttons such as \"Mail\", \"Search\" , \"Web/Home\" etc.</p>&#xA;&#xA;<p>It would be nice to be able to bind these keys so they execute arbitrary programs.</p>&#xA;&#xA;<p>Does anybody know how to do this in Debian Etch?</p>&#xA;";"<linux><keyboard><debian>";"2008-08-09 00:00:00";"0";"";"yes"
"6816";"2008-08-09 15:40:30";"Class file name must end with .class exception in Java Search";"<p>I was hoping someone could help me out with a problem I'm having using the java search function in Eclipse on a particular project.</p>&#xA;&#xA;<p>When using the java search on one particular project, I get an error message saying <code>Class file name must end with .class</code> (see stack trace below). This does not seem to be happening on all projects, just one particular one, so perhaps there's something I should try to get rebuilt?</p>&#xA;&#xA;<p>I have already tried <code>Project -&gt; Clean</code>... and Closing Eclipse, deleting all the built class files and restarting Eclipse to no avail.</p>&#xA;&#xA;<p>The only reference I've been able to find on Google for the problem is at <a href=\"http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx\" rel=\"nofollow\">http://www.crazysquirrel.com/computing/java/eclipse/error-during-java-search.jspx</a>, but unfortunately his solution (closing, deleting class files, restarting) did not work for me.</p>&#xA;&#xA;<p>If anyone can suggest something to try, or there's any more info I can gather which might help track it's down, I'd greatly appreciate the pointers.</p>&#xA;&#xA;<pre><code>Version: 3.4.0&#xA;Build id: I20080617-2000&#xA;</code></pre>&#xA;&#xA;<p>Also just found this thread - <a href=\"http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html\" rel=\"nofollow\">http://www.myeclipseide.com/PNphpBB2-viewtopic-t-20067.html</a> - which indicates the same problem may occur when the project name contains a period. Unfortunately, that's not the case in my setup, so I'm still stuck.</p>&#xA;&#xA;<pre><code>Caused by: java.lang.IllegalArgumentException: Class file name must end with .class&#xA;at org.eclipse.jdt.internal.core.PackageFragment.getClassFile(PackageFragment.java:182)&#xA;at org.eclipse.jdt.internal.core.util.HandleFactory.createOpenable(HandleFactory.java:109)&#xA;at org.eclipse.jdt.internal.core.search.matching.MatchLocator.locateMatches(MatchLocator.java:1177)&#xA;at org.eclipse.jdt.internal.core.search.JavaSearchParticipant.locateMatches(JavaSearchParticipant.java:94)&#xA;at org.eclipse.jdt.internal.core.search.BasicSearchEngine.findMatches(BasicSearchEngine.java:223)&#xA;at org.eclipse.jdt.internal.core.search.BasicSearchEngine.search(BasicSearchEngine.java:506)&#xA;at org.eclipse.jdt.core.search.SearchEngine.search(SearchEngine.java:551)&#xA;at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.internalSearch(RefactoringSearchEngine.java:142)&#xA;at org.eclipse.jdt.internal.corext.refactoring.RefactoringSearchEngine.search(RefactoringSearchEngine.java:129)&#xA;at org.eclipse.jdt.internal.corext.refactoring.rename.RenameTypeProcessor.initializeReferences(RenameTypeProcessor.java:594)&#xA;at org.eclipse.jdt.internal.corext.refactoring.rename.RenameTypeProcessor.doCheckFinalConditions(RenameTypeProcessor.java:522)&#xA;at org.eclipse.jdt.internal.corext.refactoring.rename.JavaRenameProcessor.checkFinalConditions(JavaRenameProcessor.java:45)&#xA;at org.eclipse.ltk.core.refactoring.participants.ProcessorBasedRefactoring.checkFinalConditions(ProcessorBasedRefactoring.java:225)&#xA;at org.eclipse.ltk.core.refactoring.Refactoring.checkAllConditions(Refactoring.java:160)&#xA;at org.eclipse.jdt.internal.ui.refactoring.RefactoringExecutionHelper$Operation.run(RefactoringExecutionHelper.java:77)&#xA;at org.eclipse.jdt.internal.core.BatchOperation.executeOperation(BatchOperation.java:39)&#xA;at org.eclipse.jdt.internal.core.JavaModelOperation.run(JavaModelOperation.java:709)&#xA;at org.eclipse.core.internal.resources.Workspace.run(Workspace.java:1800)&#xA;at org.eclipse.jdt.core.JavaCore.run(JavaCore.java:4650)&#xA;at org.eclipse.jdt.internal.ui.actions.WorkbenchRunnableAdapter.run(WorkbenchRunnableAdapter.java:92)&#xA;at org.eclipse.jface.operation.ModalContext$ModalContextThread.run(ModalContext.java:121)&#xA;</code></pre>&#xA;&#xA;<p>Thanks McDowell, closing and opening the project seems to have fixed it (at least for now).</p>&#xA;";"<java><eclipse><search>";"2008-08-11 00:00:00";"0";"";"yes"
